pay_item_id,spec_extract,standard_code,standard_cat,item_code_raw,section_code_raw,alt_code,item_desc_raw,item_desc_canonical
1282,012200,012200,PDX,,012200,,"Removal, Haul, and Disposal of Demolition Debris (Section 012200)","Removal, Haul, and Disposal of Demolition Debris (Section 012200)"
1283,012200,012200,PDX,,,312300,Repair Existing ARFF Cap (Sections 012200 and 312300),Repair Existing ARFF Cap (Sections 012200 and 312300)
1284,012200,012200,PDX,,012200,,Security Control Monitoring (Section 012200),Security Control Monitoring (Section 012200)
1285,012200,012200,PDX,,,329219,Seeding (Sections 012200 and 329219),Seeding (Sections 012200 and 329219)
1286,012200,012200,PDX,,,,SettlementPlates (Section012200),SettlementPlates (Section012200)
1287,012200,012200,PDX,,,320117,Site Preparation (Sections 012200 and 320117),Site Preparation (Sections 012200 and 320117)
1288,012200,012200,PDX,,012200,,Sweeper (Section 012200),Sweeper (Section 012200)
1289,012200,012200,PDX,,,,Sweeper (Section012200),Sweeper (Section012200)
1290,012200,012200,PDX,,,015713,Temporary Erosion and Sediment Control Measures (Sections 012200 and 015713),Temporary Erosion and Sediment Control Measures (Sections 012200 and 015713)
1291,012200,012200,PDX,,012200,,Temporary Sewage Bypassing (Section 012200),Temporary Sewage Bypassing (Section 012200)
1292,012200,012200,PDX,,,,TemporaryStreamBypass(Section012200),TemporaryStreamBypass(Section012200)
1293,012200,012200,PDX,,012200,,Traffic Control (Section 012200),Traffic Control (Section 012200)
1294,012200,012200,PDX,,,312300,Trench Stabilization (Sections 012200 and 312300),Trench Stabilization (Sections 012200 and 312300)
1295,012200,012200,PDX,,,312300,Unsuitable Excavation and Disposal (Sections 012200 and 312300),Unsuitable Excavation and Disposal (Sections 012200 and 312300)
1296,012200,012200,PDX,,012200,,"Wildlife Access Road, Asphalt Grindings (Section 012200)","Wildlife Access Road, Asphalt Grindings (Section 012200)"
1297,012200,012200,PDX,,012200,,Work Zone Traffic Control (Section 012200),Work Zone Traffic Control (Section 012200)
1298,012200,012200,PDX,,012200,,Work Zone and Traffic Control (Section 012200),Work Zone and Traffic Control (Section 012200)
1299,012200,012200,PDX,,,,WorkZoneandTrafficControl (Section012200),WorkZoneandTrafficControl (Section012200)
1300,015713,015713,PDX,,015713,,Construction Access (Section 015713),Construction Access (Section 015713)
1301,015713,015713,PDX,,,,ConstructionEntrance (Section015713),ConstructionEntrance (Section015713)
1302,015713,015713,PDX,,015713,,Ditch Protection/Check Dams (Section 015713),Ditch Protection/Check Dams (Section 015713)
1303,015713,015713,PDX,,,,DitchProtection/CheckDams (Section015713),DitchProtection/CheckDams (Section015713)
1304,015713,015713,PDX,,015713,,Inlet Protection (Section 015713),Inlet Protection (Section 015713)
1305,015713,015713,PDX,,,,InletProtection (Section015713),InletProtection (Section015713)
1306,015713,015713,PDX,,015713,,Jet Blast Control Material (Section 015713),Jet Blast Control Material (Section 015713)
1307,015713,015713,PDX,,,,JetBlastControlMaterial (Section015713),JetBlastControlMaterial (Section015713)
1308,015713,015713,PDX,,,,JuteMatting (Section015713),JuteMatting (Section015713)
1309,015713,015713,PDX,,,,PlasticMeshFence (Section015713),PlasticMeshFence (Section015713)
1310,015713,015713,PDX,,015713,,Sediment Fence (Section 015713),Sediment Fence (Section 015713)
1311,015713,015713,PDX,,015713,,Trench Drain Protection (Section 015713),Trench Drain Protection (Section 015713)
1312,015713,015713,PDX,,015713,,Trench Protection (Section 015713),Trench Protection (Section 015713)
1313,015713,015713,PDX,,015713,,Wattles (Section 015713),Wattles (Section 015713)
1314,015713,015713,PDX,,,,Wattles (Section015713),Wattles (Section015713)
1315,024113,024113,PDX,,024113,,Building Demolition (Section 024113),Building Demolition (Section 024113)
1316,024113,024113,PDX,,024113,,Building Slab and Foundation Removal (Section 024113),Building Slab and Foundation Removal (Section 024113)
1317,024113,024113,PDX,,024113,,Existing Landscape Removal (Section 024113),Existing Landscape Removal (Section 024113)
1318,024113,024113,PDX,,024113,,Relocate Storage Shelter (Section 024113),Relocate Storage Shelter (Section 024113)
1319,024113,024113,PDX,,024113,,Removal of Existing or Temporary Fence (Section 024113),Removal of Existing or Temporary Fence (Section 024113)
1320,024113,024113,PDX,,024113,,Removal of Miscellaneous Site Structures (Section 024113),Removal of Miscellaneous Site Structures (Section 024113)
1321,024113,024113,PDX,,024113,,Remove Bollard - Bolt Down (Section 024113),Remove Bollard - Bolt Down (Section 024113)
1322,024113,024113,PDX,,024113,,Remove Bollard - Embedded (Section 024113),Remove Bollard - Embedded (Section 024113)
1323,024113,024113,PDX,,024113,,Remove Electrical Chargers (Section 024113),Remove Electrical Chargers (Section 024113)
1324,026100,026100,PDX,,026100,,Contaminated Material Excavation and Disposal (Section 026100),Contaminated Material Excavation and Disposal (Section 026100)
1325,026100,026100,PDX,,026100,,Contaminated Material Excavation and Disposal - Wasco Landfill (Section 026100),Contaminated Material Excavation and Disposal - Wasco Landfill (Section 026100)
1326,026100,026100,PDX,,,,ContaminatedMaterialExcavationandDisposal(Section026100),ContaminatedMaterialExcavationandDisposal(Section026100)
1327,111100,111100,PDX,,111100,,Cable Retrievers (Section 111100),Cable Retrievers (Section 111100)
1328,260500,260500,PDX,,260500,,Demolition of Existing Electrical Equipment on Work Site (Section 260500),Demolition of Existing Electrical Equipment on Work Site (Section 260500)
1329,260500,260500,PDX,,260500,,Electrical Equipment Rack - Load Share Connected (Section 260500),Electrical Equipment Rack - Load Share Connected (Section 260500)
1330,260500,260500,PDX,,260500,,Electrical Equipment Rack - Panel Connected (Section 260500),Electrical Equipment Rack - Panel Connected (Section 260500)
1331,260500,260500,PDX,,260500,,"Electrical Feeds to Enclosed Circuit Breakers (2.5"" Conduit) (Section 260500)",Electrical Feeds to Enclosed Circuit Breakers (2.5 Conduit) (Section 260500)
1332,260500,260500,PDX,,260500,,"Electrical Feeds to Enclosed Circuit Breakers (3/4"" Conduit) (Section 260500)",Electrical Feeds to Enclosed Circuit Breakers (3/4 Conduit) (Section 260500)
1333,260500,260500,PDX,,260500,,"Electrical Feeds to Panels (Existing 3.5"" Conduit) (Section 260500)",Electrical Feeds to Panels (Existing 3.5 Conduit) (Section 260500)
1334,260500,260500,PDX,,,,FAAMALSRandThresholdBarLights(Section260500),FAAMALSRandThresholdBarLights(Section260500)
1335,260500,260500,PDX,,260500,,General Electrical Removal (Section 260500),General Electrical Removal (Section 260500)
1336,260500,260500,PDX,,,,GeneralElectricalRemoval (Section260500),GeneralElectricalRemoval (Section260500)
1337,260500,260500,PDX,,260500,,Install Gate Valve and Lighting Controls (Section 260500),Install Gate Valve and Lighting Controls (Section 260500)
1338,260500,260500,PDX,,260500,,Install Handholes for Power (Section 260500),Install Handholes for Power (Section 260500)
1339,260500,260500,PDX,,260500,,Install Handholes for Power and Communications (Section 260500),Install Handholes for Power and Communications (Section 260500)
1340,260500,260500,PDX,,260500,,Install Underground Power Conductors for Apron Lights and Communications (Section 260500),Install Underground Power Conductors for Apron Lights and Communications (Section 260500)
1341,260500,260500,PDX,,,,InstallPFConstantCurrentRegulator (Section260500),InstallPFConstantCurrentRegulator (Section260500)
1342,260500,260500,PDX,,260500,,"New Electrical Panels, 800A (Section 260500)","New Electrical Panels, 800A (Section 260500)"
1343,260500,260500,PDX,,260500,,Provide Temporary Power During Construction Inside the 480V Power Center (Section 260500),Provide Temporary Power During Construction Inside the 480V Power Center (Section 260500)
1344,260500,260500,PDX,,260500,,Re-feed Loads Inside 480V Power Center (Section 260500),Re-feed Loads Inside 480V Power Center (Section 260500)
1345,260500,260500,PDX,,260500,,Temporary Circuit Connection (Section 260500),Temporary Circuit Connection (Section 260500)
1346,260500,260500,PDX,,,,TemporaryCircuitConnection (Section260500),TemporaryCircuitConnection (Section260500)
1347,260500,260500,PDX,,,,TemporaryThresholdSetUpandCircuitConnection (Section260500),TemporaryThresholdSetUpandCircuitConnection (Section260500)
1348,260500,260500,PDX,,260500,,Training (Section 260500),Training (Section 260500)
1349,260526,260526,PDX,,260526,,Ground Rod for Counterpoise (Section 260526),Ground Rod for Counterpoise (Section 260526)
1350,260526,260526,PDX,,260526,,Grounding and Bonding for Electrical Systems (Section 260526),Grounding and Bonding for Electrical Systems (Section 260526)
1351,260543,260543,PDX,,260543,,Underground Ducts and Raceways for Electrical Systems (Section 260543),Underground Ducts and Raceways for Electrical Systems (Section 260543)
1352,260553,260553,PDX,,260553,,3-Inch Diameter Brass Marker (Section 260553),3-Inch Diameter Brass Marker (Section 260553)
1353,262200,262200,PDX,,262200,,Remove and Replace Existing 9KVA Transformer (Section 262200),Remove and Replace Existing 9KVA Transformer (Section 262200)
1354,262400,262400,PDX,,262400,,Remove and Replace Existing 480V Distribution Panel (Section 262400),Remove and Replace Existing 480V Distribution Panel (Section 262400)
1355,263343,263343,PDX,,263343,,Electrical Charging Units (Primary Units) (Section 263343),Electrical Charging Units (Primary Units) (Section 263343)
1356,263343,263343,PDX,,263343,,Electrical Charging Units (Secondary Units) (Section 263343),Electrical Charging Units (Secondary Units) (Section 263343)
1357,265000,265000,PDX,,265000,,General Electrical Removal (Section 265000),General Electrical Removal (Section 265000)
1358,265000,265000,PDX,,265000,,Temporary Circuit Connection (Section 265000),Temporary Circuit Connection (Section 265000)
1359,265623,265623,PDX,,265623,,Install Apron Lighting (Section 265623),Install Apron Lighting (Section 265623)
1360,270553,270553,PDX,,270553,,Telecommunications Identification (Section 270553),Telecommunications Identification (Section 270553)
1361,271000,271000,PDX,,271000,,Data Drop to Each Enclosure and Chargers (Section 271000),Data Drop to Each Enclosure and Chargers (Section 271000)
1362,271000,271000,PDX,,271000,,"Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)",Data Equipment Rack & Data Connections 1 Conduit (Section 271000)
1363,271000,271000,PDX,,271000,,Network Termination Enclosure (Section 271000),Network Termination Enclosure (Section 271000)
1364,271000,271000,PDX,,271000,,Structured Cabling (Section 271000),Structured Cabling (Section 271000)
1365,282300,282300,PDX,,282300,,Video Surveillance (Section 282300),Video Surveillance (Section 282300)
1366,312300,312300,PDX,,312300,,Adjustment of Existing Structures (229 Kip Rated Vaults) (Section 312300),Adjustment of Existing Structures (229 Kip Rated Vaults) (Section 312300)
1367,312300,312300,PDX,,312300,,Adjustment of Existing Structures (H-20 Rated Vaults) (Section 312300),Adjustment of Existing Structures (H-20 Rated Vaults) (Section 312300)
1368,312300,312300,PDX,,312300,,Connection to Existing Storm Drainage System (Section 312300),Connection to Existing Storm Drainage System (Section 312300)
1369,312300,312300,PDX,,312300,,Existing Catch Basin Adjustment to Grade (Section 312300),Existing Catch Basin Adjustment to Grade (Section 312300)
1370,312300,312300,PDX,,312300,,Existing Electrical Vault (H-20 Rated) Extension to Finish Grade (Section 312300),Existing Electrical Vault (H-20 Rated) Extension to Finish Grade (Section 312300)
1371,312300,312300,PDX,,312300,,Existing Electrical Vault Adjustment to Grade (Section 312300),Existing Electrical Vault Adjustment to Grade (Section 312300)
1372,312300,312300,PDX,,312300,,Existing Manhole Adjustment - Cleanout (Section 312300),Existing Manhole Adjustment - Cleanout (Section 312300)
1373,312300,312300,PDX,,312300,,Existing Manhole Adjustment to Grade (Section 312300),Existing Manhole Adjustment to Grade (Section 312300)
1374,312300,312300,PDX,,312300,,Existing Manhole Adjustment to Grade - Minor Adjustment (Section 312300),Existing Manhole Adjustment to Grade - Minor Adjustment (Section 312300)
1375,312300,312300,PDX,,312300,,Existing Manhole/Inlet Adjustment to Grade (Section 312300),Existing Manhole/Inlet Adjustment to Grade (Section 312300)
1376,312300,312300,PDX,,,,ExistingElectricalVaultAdjustmenttoGrade(Section312300),ExistingElectricalVaultAdjustmenttoGrade(Section312300)
1377,312300,312300,PDX,,,,ExistingManholeAdjustmenttoGrade-Cleanout (Section312300),ExistingManholeAdjustmenttoGrade-Cleanout (Section312300)
1378,312300,312300,PDX,,,,ExistingManholeAdjustmenttoGrade-MajorAdjustment (Section312300),ExistingManholeAdjustmenttoGrade-MajorAdjustment (Section312300)
1379,312300,312300,PDX,,,,ExistingManholeAdjustmenttoGrade-MinorAdjustment (Section312300),ExistingManholeAdjustmenttoGrade-MinorAdjustment (Section312300)
1380,312300,312300,PDX,,312300,,Modifications to Existing Pump Station A and Deicing Valve Vault (Section 312300),Modifications to Existing Pump Station A and Deicing Valve Vault (Section 312300)
1381,312300,312300,PDX,,312300,,"Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)","Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)"
1382,312300,312300,PDX,,312300,,Remove Existing Manhole Flat Top and Upgrade to Aircraft Rated Structure (Section 312300),Remove Existing Manhole Flat Top and Upgrade to Aircraft Rated Structure (Section 312300)
1383,312300,312300,PDX,,312300,,Replace Existing Manhole Lid with Open Grated Lid (Section 312300),Replace Existing Manhole Lid with Open Grated Lid (Section 312300)
1384,312300,312300,PDX,,312300,,Rotate Existing Manhole Lid (Section 312300),Rotate Existing Manhole Lid (Section 312300)
1385,312300,312300,PDX,,312300,,Sanitary Sewer Wet Well Removal (Section 312300),Sanitary Sewer Wet Well Removal (Section 312300)
1386,320117,320117,PDX,,320117,,Asphalt Concrete Surface Course (Section 320117),Asphalt Concrete Surface Course (Section 320117)
1387,320117,320117,PDX,,320117,,Asphalt Pavement Removal - 2-3 Inch Depth (Section 320117),Asphalt Pavement Removal - 2-3 Inch Depth (Section 320117)
1388,320118,320118,PDX,,320118,,Crack Repair (Section 320118),Crack Repair (Section 320118)
1389,321613,321613,PDX,,321613,,Cast-in-Place Concrete Curb (Section 321613),Cast-in-Place Concrete Curb (Section 321613)
1390,321613,321613,PDX,,321613,,Concrete Utility Hub Pavement - 4-Inch (Section 321613),Concrete Utility Hub Pavement - 4-Inch (Section 321613)
1391,323113,323113,PDX,,323113,,10-Foot Chain Link Fence with Slats and Barbed Wire (Section 323113),10-Foot Chain Link Fence with Slats and Barbed Wire (Section 323113)
1392,323113,323113,PDX,,323113,,7-Foot Chain Link Fance with Barbed Wire (Section 323113),7-Foot Chain Link Fance with Barbed Wire (Section 323113)
1393,328400,328400,PDX,,328400,,Irrigation Replacement (Section 328400),Irrigation Replacement (Section 328400)
1394,329300,329300,PDX,,329300,,Ground Cover Planting (Section 329300),Ground Cover Planting (Section 329300)
1395,330516,330516,PDX,,,,CleanoutStructures (Section330516),CleanoutStructures (Section330516)
1396,331116,331116,PDX,,331116,,8-Inch Fire Water Line (Section 331116),8-Inch Fire Water Line (Section 331116)
1397,331116,331116,PDX,,331116,,8-Inch Gate Valve (Section 331116),8-Inch Gate Valve (Section 331116)
1398,331116,331116,PDX,,331116,,Underground Fire Hydrant (Section 331116),Underground Fire Hydrant (Section 331116)
1399,334100,334100,PDX,,334100,,12-Inch DIP (Force Main) (Section 334100),12-Inch DIP (Force Main) (Section 334100)
1400,334100,334100,PDX,,334100,,12-Inch Ductile Iron (Force Main) Pipe (Section 334100),12-Inch Ductile Iron (Force Main) Pipe (Section 334100)
1401,334100,334100,PDX,,334100,,20-Inch Ductile Iron (Force Main) Pipe (Section 334100),20-Inch Ductile Iron (Force Main) Pipe (Section 334100)
1402,334100,334100,PDX,,334100,,30-Inch DIP (Force Main) (Section 334100),30-Inch DIP (Force Main) (Section 334100)
1403,334100,334100,PDX,,334100,,Riprap (Section 334100),Riprap (Section 334100)
1404,334213,334213,PDX,,334213,,Pump Station (Section 334213),Pump Station (Section 334213)
1405,334213,334213,PDX,,334213,,Pump Station Electrical Equipment Installation (Section 334213),Pump Station Electrical Equipment Installation (Section 334213)
1406,334213,334213,PDX,,334213,,"Stormwater Pump Station, Electrical Equipment Installation (Section 334213)","Stormwater Pump Station, Electrical Equipment Installation (Section 334213)"
1407,334213,334213,PDX,,334213,,Stormwater Valve Vault (Section 334213),Stormwater Valve Vault (Section 334213)
1408,344300,344300,PDX,,344300,,"Install CF 150-Watt, 6.6/6.6 Amp Isolation Transformer in Existing Base Can (Section 344300)","Install CF 150-Watt, 6.6/6.6 Amp Isolation Transformer in Existing Base Can (Section 344300)"
1409,344300,344300,PDX,,344300,,Install Elevated Red Stop Bar Light on Existing Base Can with CF Transformer (Section 344300),Install Elevated Red Stop Bar Light on Existing Base Can with CF Transformer (Section 344300)
1410,344300,344300,PDX,,344300,,Install Elevated Red Stop Bar Light on Existing Base Can with PF Transformer (Section 344300),Install Elevated Red Stop Bar Light on Existing Base Can with PF Transformer (Section 344300)
1411,344300,344300,PDX,,344300,,"Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)"
1412,344300,344300,PDX,,344300,,Install Elevated Runway Guard Light on Existing Base Can with CF Transformer (Section 344300),Install Elevated Runway Guard Light on Existing Base Can with CF Transformer (Section 344300)
1413,344300,344300,PDX,,344300,,Install Elevated Runway Guard Light on Existing Base Can with PF Transformer (Section 344300),Install Elevated Runway Guard Light on Existing Base Can with PF Transformer (Section 344300)
1414,344300,344300,PDX,,344300,,"Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)"
1415,344300,344300,PDX,,344300,,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300),Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300)
1416,344300,344300,PDX,,344300,,Install In-Pavement Runway Guard Light on Existing Base Can with CF Transformer (Section 344300),Install In-Pavement Runway Guard Light on Existing Base Can with CF Transformer (Section 344300)
1417,344300,344300,PDX,,344300,,Install In-Pavement Runway Guard/Stop Bar Light on Existing Base Can with CF Transformer (Section 344300),Install In-Pavement Runway Guard/Stop Bar Light on Existing Base Can with CF Transformer (Section 344300)
1418,344300,344300,PDX,,344300,,"Install In-Pavement Runway Guard/Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)","Install In-Pavement Runway Guard/Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)"
1419,344300,344300,PDX,,344300,,"Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate (Section 344300)","Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate (Section 344300)"
1420,344300,344300,PDX,,344300,,Install PF Cover Plate on Existing Base Can (Section 344300),Install PF Cover Plate on Existing Base Can (Section 344300)
1421,344300,344300,PDX,,344300,,Install PF Cover Plate on Existing Base Can with PF Bolts (Section 344300),Install PF Cover Plate on Existing Base Can with PF Bolts (Section 344300)
1422,344300,344300,PDX,,344300,,Install PF Cover Plate on Existing Light Base (Section 344300),Install PF Cover Plate on Existing Light Base (Section 344300)
1423,344300,344300,PDX,,344300,,Install PF Dual Stop Bar Light on Existing Light Base (Section 344300),Install PF Dual Stop Bar Light on Existing Light Base (Section 344300)
1424,344300,344300,PDX,,344300,,Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300)
1425,344300,344300,PDX,,344300,,Install PF Dual Stop Bar Light with Two CF Transformers on Existing Light Base (Section 344300),Install PF Dual Stop Bar Light with Two CF Transformers on Existing Light Base (Section 344300)
1426,344300,344300,PDX,,344300,,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base (Section 344300)
1427,344300,344300,PDX,,344300,,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base (Section 344300),Install PF Elevated Runway End Light with CF Transformer on Existing Light Base (Section 344300)
1428,344300,344300,PDX,,344300,,Install PF Elevated Runway Guard Light with CF Transformer on Existing Light Base (Section 344300),Install PF Elevated Runway Guard Light with CF Transformer on Existing Light Base (Section 344300)
1429,344300,344300,PDX,,344300,,"Install PF Elevated Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer in Existing AC (Section 344300)","Install PF Elevated Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer in Existing AC (Section 344300)"
1430,344300,344300,PDX,,344300,,Install PF Elevated Taxiway Edge Light with CF Transformer on Existing Light Base (Section 344300),Install PF Elevated Taxiway Edge Light with CF Transformer on Existing Light Base (Section 344300)
1431,344300,344300,PDX,,344300,,Install PF In-Pavement Red Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),Install PF In-Pavement Red Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300)
1432,344300,344300,PDX,,344300,,Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base (Section 344300)
1433,344300,344300,PDX,,344300,,Install PF In-Pavement Runway Guard Light on Existing Light Base (Section 344300),Install PF In-Pavement Runway Guard Light on Existing Light Base (Section 344300)
1434,344300,344300,PDX,,344300,,Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base (Section 344300),Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base (Section 344300)
1435,344300,344300,PDX,,344300,,Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base (Section 344300),Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base (Section 344300)
1436,344300,344300,PDX,,344300,,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)"
1437,344300,344300,PDX,,344300,,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)","Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)"
1438,344300,344300,PDX,,344300,,"Install PF L-867, 12-Inch Diameter Base Can, PF Cover Plate in Existing AC (Section 344300)","Install PF L-867, 12-Inch Diameter Base Can, PF Cover Plate in Existing AC (Section 344300)"
1439,344300,344300,PDX,,344300,,"Install PF L-868, 12-Inch Diameter Base Can, PF Cover Plate in New AC (Section 344300)","Install PF L-868, 12-Inch Diameter Base Can, PF Cover Plate in New AC (Section 344300)"
1440,344300,344300,PDX,,344300,,Install PF LED Elevated Runway Edge Light on Existing Base Can with PF Transformer (Section 344300),Install PF LED Elevated Runway Edge Light on Existing Base Can with PF Transformer (Section 344300)
