pay_item_id,spec_extract,standard_code,standard_cat,item_code_raw,section_code_raw,alt_code,item_desc_raw,item_desc_canonical
1717,P-101,P-101,FAA,P-101,,,"Pavement Removal (Full Depth Asphalt Concrete, 4-17.5 Inches) (Item P-101)","Pavement Removal (Full Depth Asphalt Concrete, 4-17.5 Inches) (Item P-101)"
1718,P-101,P-101,FAA,P-101,,,Removal of Pipe and Other Buried Structures (Item P-101),Removal of Pipe and Other Buried Structures (Item P-101)
1719,P-101,P-101,FAA,P-101,,,Removal of Pipe and other Buried Structures (Item P-101),Removal of Pipe and other Buried Structures (Item P-101)
1720,P-101,P-101,FAA,,,,RemovalofPipeandOtherBuriedStructures (ItemP-101),RemovalofPipeandOtherBuriedStructures (ItemP-101)
1721,P-152,P-152,FAA,,,,EmbankmentinPlace (ItemP-152),EmbankmentinPlace (ItemP-152)
1722,P-152,P-152,FAA,P-152,,,Existing Subgrade Stabilzation (Item P-152),Existing Subgrade Stabilzation (Item P-152)
1723,P-152,P-152,FAA,,,,ExistingSubgradeStabilzation (ItemP-152),ExistingSubgradeStabilzation (ItemP-152)
1724,P-152,P-152,FAA,P-152,,,Geotextile (Item P-152),Geotextile (Item P-152)
1725,P-152,P-152,FAA,,,,MechanicalStabilization (ItemP-152),MechanicalStabilization (ItemP-152)
1726,P-152,P-152,FAA,P-152,,,Separation Geotextile (Item P-152),Separation Geotextile (Item P-152)
1727,P-152,P-152,FAA,P-152,,,Subgrade Stabilzation (Item P-152),Subgrade Stabilzation (Item P-152)
1728,P-152,P-152,FAA,P-152,,,Unclassified Excavation (Item P-152),Unclassified Excavation (Item P-152)
1729,P-152,P-152,FAA,P-152,,,Unsuitable Excavation (Item P-152),Unsuitable Excavation (Item P-152)
1730,P-152,P-152,FAA,,,,UnsuitableExcavation (ItemP-152),UnsuitableExcavation (ItemP-152)
1731,P-153,P-153,FAA,P-153,,,Controlled Low Strength Material (Item P-153),Controlled Low Strength Material (Item P-153)
1732,P-153,P-153,FAA,P-153,,,Controlled Low-Strength Material (CLSM) (Item P-153),Controlled Low-Strength Material (CLSM) (Item P-153)
1733,P-153,P-153,FAA,P-153,,,Controlled Low-Strength Material (Item P-153),Controlled Low-Strength Material (Item P-153)
1734,P-153,P-153,FAA,,,,ControlledLow-StrengthMaterial(CLSM) (ItemP-153),ControlledLow-StrengthMaterial(CLSM) (ItemP-153)
1735,P-154,P-154,FAA,P-154,,,Separation Geotextile (Item P-154),Separation Geotextile (Item P-154)
1736,P-154,P-154,FAA,P-154,,,Subbase Course (Item P-154),Subbase Course (Item P-154)
1737,P-154,P-154,FAA,,,,SubbaseCourse (ItemP-154),SubbaseCourse (ItemP-154)
1738,P-156,P-156,FAA,P-156,,,Installation and Removal of Silt Fence (Item P-156),Installation and Removal of Silt Fence (Item P-156)
1739,P-156,P-156,FAA,P-156,,,Silt Fence (Item P-156),Silt Fence (Item P-156)
1740,P-209,P-209,FAA,P-209,,,Crushed Aggregate Base Course (Item P-209),Crushed Aggregate Base Course (Item P-209)
1741,P-209,P-209,FAA,,,,CrushedAggregateBaseCourse (ItemP-209),CrushedAggregateBaseCourse (ItemP-209)
1742,P-209,P-209,FAA,P-209,,,Separation Geotextile (Item P-209),Separation Geotextile (Item P-209)
1743,P-209,P-209,FAA,,,,SeparationGeotextile (ItemP-209),SeparationGeotextile (ItemP-209)
1744,P-306,P-306,FAA,P-306,,,Lean Concrete Base Course (Item P-306),Lean Concrete Base Course (Item P-306)
1745,P-401,P-401,FAA,P-401,,,Asphalt Surface Course (Item P-401),Asphalt Surface Course (Item P-401)
1746,P-401,P-401,FAA,,,,AsphaltSurfaceCourse (ItemP-401),AsphaltSurfaceCourse (ItemP-401)
1747,P-401,P-401,FAA,P-401,,,Bituminous Surface Course (Item P-401),Bituminous Surface Course (Item P-401)
1748,P-401,P-401,FAA,P-401,,,Hot Mix Asphalt (HMA) Bituminous Surface Course (Item P-401),Hot Mix Asphalt (HMA) Bituminous Surface Course (Item P-401)
1749,P-401,P-401,FAA,P-401,,,Hot Mix Asphalt (HMA) Pavement (Item P-401),Hot Mix Asphalt (HMA) Pavement (Item P-401)
1750,P-403,P-403,FAA,P-403,,,Asphalt Mixture Base Course (Item P-403),Asphalt Mixture Base Course (Item P-403)
1751,P-403,P-403,FAA,P-403,,,Asphalt Mixture Base and Surface Course (Item P-403),Asphalt Mixture Base and Surface Course (Item P-403)
1752,P-403,P-403,FAA,P-403,,,Asphalt Mixture Surface Course (Item P-403),Asphalt Mixture Surface Course (Item P-403)
1753,P-403,P-403,FAA,P-403,,,Asphalt Mixture Surface and Base (Item P-403),Asphalt Mixture Surface and Base (Item P-403)
1754,P-403,P-403,FAA,,,,AsphaltMixtureBaseandSurfaceCourse(ItemP-403),AsphaltMixtureBaseandSurfaceCourse(ItemP-403)
1755,P-403,P-403,FAA,P-403,,,HMA Base Course (Item P-403),HMA Base Course (Item P-403)
1756,P-403,P-403,FAA,P-403,,,Hot Mix Asphalt (HMA) Base Course (Item P-403),Hot Mix Asphalt (HMA) Base Course (Item P-403)
1757,P-403,P-403,FAA,P-403,,,Hot Mix Asphalt (HMA) Pavement Base Course (Item P-403),Hot Mix Asphalt (HMA) Pavement Base Course (Item P-403)
1758,P-501,P-501,FAA,P-501,,,11-Inch Thick Concrete Pavement (Item P-501),11-Inch Thick Concrete Pavement (Item P-501)
1759,P-501,P-501,FAA,P-501,,,15-Inch Thick Concrete Pavement (Item P-501),15-Inch Thick Concrete Pavement (Item P-501)
1760,P-501,P-501,FAA,P-501,,,18-Inch Thick Concrete Pavement (Item P-501),18-Inch Thick Concrete Pavement (Item P-501)
1761,P-501,P-501,FAA,P-501,,,19-Inch Thick Concrete Pavement (Item P-501),19-Inch Thick Concrete Pavement (Item P-501)
1762,P-501,P-501,FAA,P-501,,,19-Inch-Thick Concrete Pavement (Item P-501),19-Inch-Thick Concrete Pavement (Item P-501)
1763,P-501,P-501,FAA,P-501,,,Concrete Pavement (Item P-501),Concrete Pavement (Item P-501)
1764,P-501,P-501,FAA,P-501,,,Portland Cement Concrete (PCC) Pavement (Item P-501),Portland Cement Concrete (PCC) Pavement (Item P-501)
1765,P-501,P-501,FAA,P-501,,,Portland Cement Concrete Pavement (Item P-501),Portland Cement Concrete Pavement (Item P-501)
1766,P-602,P-602,FAA,P-602,,,Bituminous Prime Coat (Item P-602),Bituminous Prime Coat (Item P-602)
1767,P-602,P-602,FAA,P-602,,,Emulsified Asphalt Prime Coat (Item P-602),Emulsified Asphalt Prime Coat (Item P-602)
1768,P-603,P-603,FAA,P-603,,,Bituminous Tack Coat (Item P-603),Bituminous Tack Coat (Item P-603)
1769,P-603,P-603,FAA,P-603,,,Emulsified Asphalt Tack Coat (Item P-603),Emulsified Asphalt Tack Coat (Item P-603)
1770,P-603,P-603,FAA,,,,EmulsifiedAsphaltTackCoat (ItemP-603),EmulsifiedAsphaltTackCoat (ItemP-603)
1771,P-604,P-604,FAA,P-604,,,Compression Joint Sealant (Item P-604),Compression Joint Sealant (Item P-604)
1772,P-604,P-604,FAA,P-604,,,Compression Joint Seals for Concrete Pavement (Item P-604),Compression Joint Seals for Concrete Pavement (Item P-604)
1773,P-604,P-604,FAA,P-604,,,Compression Joint Seals for Concrete Pavements (Item P-604),Compression Joint Seals for Concrete Pavements (Item P-604)
1774,P-605,P-605,FAA,P-605,,,Concrete to Asphalt Joint Seal (Item P-605),Concrete to Asphalt Joint Seal (Item P-605)
1775,P-605,P-605,FAA,P-605,,,Concrete to Concrete Joint Seal (Silicone) (Item P-605),Concrete to Concrete Joint Seal (Silicone) (Item P-605)
1776,P-605,P-605,FAA,P-605,,,Joint Sealant (Item P-605),Joint Sealant (Item P-605)
1777,P-605,P-605,FAA,P-605,,,Joint Sealing Filler (Item P-605),Joint Sealing Filler (Item P-605)
1778,P-605,P-605,FAA,,,,JointSealingFiller(ItemP-605),JointSealingFiller(ItemP-605)
1779,P-606,P-606,FAA,P-606,,,Adhesive Compound (Item P-606),Adhesive Compound (Item P-606)
1780,P-606,P-606,FAA,,,,AdhesiveCompound (ItemP-606),AdhesiveCompound (ItemP-606)
1781,P-608,P-608,FAA,P-608,,,Asphalt Surface Treatment (Item P-608),Asphalt Surface Treatment (Item P-608)
1782,P-608,P-608,FAA,P-608,,,Runway Friction Testing (Item P-608),Runway Friction Testing (Item P-608)
1783,P-608,P-608,FAA,P-608,,,Runway and High Speed Exit Taxiway Friction Testing (Item P-608),Runway and High Speed Exit Taxiway Friction Testing (Item P-608)
1784,P-610,P-610,FAA,P-610,,,Concrete (Item P-610),Concrete (Item P-610)
1785,P-610,P-610,FAA,,,,Concrete(ItemP-610),Concrete(ItemP-610)
1786,P-610,P-610,FAA,P-610,,,Steel Reinforcement (Item P-610),Steel Reinforcement (Item P-610)
1787,P-610,P-610,FAA,P-610,,,Structural Portland Cement Concrete (Item P-610),Structural Portland Cement Concrete (Item P-610)
1788,P-610,P-610,FAA,P-610,,,Structural Portland Cement Concrete (PCC) (Item P-610),Structural Portland Cement Concrete (PCC) (Item P-610)
1789,P-620,P-620,FAA,P-620,,,Marking (Item P-620),Marking (Item P-620)
1790,P-620,P-620,FAA,,,,Marking (ItemP-620),Marking (ItemP-620)
1791,P-620,P-620,FAA,P-620,,,Markings (Item P-620),Markings (Item P-620)
1792,P-620,P-620,FAA,P-620,,,Pavement Marking (Item P-620),Pavement Marking (Item P-620)
1793,P-620,P-620,FAA,P-620,,,Pavement Markings (Item P-620),Pavement Markings (Item P-620)
1794,P-620,P-620,FAA,P-620,,,Permanent Pavement Marking (Item P-620),Permanent Pavement Marking (Item P-620)
1795,P-620,P-620,FAA,P-620,,,Phasing Pavement Marking (Item P-620),Phasing Pavement Marking (Item P-620)
1796,P-620,P-620,FAA,P-620,,,Preformed Markings (Item P-620),Preformed Markings (Item P-620)
1797,P-620,P-620,FAA,P-620,,,Reflective Media (Item P-620),Reflective Media (Item P-620)
1798,P-620,P-620,FAA,,,,ReflectiveMedia (ItemP-620),ReflectiveMedia (ItemP-620)
1799,P-620,P-620,FAA,P-620,,,Runway Marking (Item P-620),Runway Marking (Item P-620)
1800,P-620,P-620,FAA,P-620,,,Runway and Taxiway Marking (Item P-620),Runway and Taxiway Marking (Item P-620)
1801,P-620,P-620,FAA,P-620,,,Surface Prep - Existing Pavement (Item P-620),Surface Prep - Existing Pavement (Item P-620)
1802,P-620,P-620,FAA,P-620,,,Surface Prep - Marking Removal (Item P-620),Surface Prep - Marking Removal (Item P-620)
1803,P-620,P-620,FAA,P-620,,,Surface Preparation (Item P-620),Surface Preparation (Item P-620)
1804,P-620,P-620,FAA,P-620,,,Surface Preparation - Existing Pavement Surface (Item P-620),Surface Preparation - Existing Pavement Surface (Item P-620)
1805,P-620,P-620,FAA,P-620,,,Surface Preparation - Marking Removal (Item P-620),Surface Preparation - Marking Removal (Item P-620)
1806,P-620,P-620,FAA,P-620,,,Surface Preparation - New Pavement Surfaces (Item P-620),Surface Preparation - New Pavement Surfaces (Item P-620)
1807,P-620,P-620,FAA,P-620,,,Surface Preparation - New or Existing Pavement Surfaces (Item P-620),Surface Preparation - New or Existing Pavement Surfaces (Item P-620)
1808,P-620,P-620,FAA,P-620,,,Surface Preparation - Remarking (Item P-620),Surface Preparation - Remarking (Item P-620)
1809,P-620,P-620,FAA,P-620,,,Surface Preparation - Remove Existing Marking (Item P-620),Surface Preparation - Remove Existing Marking (Item P-620)
1810,P-620,P-620,FAA,P-620,,,Surface Preparation - Remove Existing Markings (Item P-620),Surface Preparation - Remove Existing Markings (Item P-620)
1811,P-620,P-620,FAA,,,,SurfacePreparation-NewPavementSurface (ItemP-620),SurfacePreparation-NewPavementSurface (ItemP-620)
1812,P-620,P-620,FAA,,,,SurfacePreparation-RemoveExistingMarkings (ItemP-620),SurfacePreparation-RemoveExistingMarkings (ItemP-620)
1813,P-620,P-620,FAA,P-620,,,Temporary Marking (Item P-620),Temporary Marking (Item P-620)
1814,P-620,P-620,FAA,P-620,,,Temporary Pavement Marking (Item P-620),Temporary Pavement Marking (Item P-620)
1815,P-620,P-620,FAA,P-620,,,Temporary Pavement Markings (Item P-620),Temporary Pavement Markings (Item P-620)
1816,P-620,P-620,FAA,P-620,,,Temporary Runway and Taxiway Makrings (Item P-620),Temporary Runway and Taxiway Makrings (Item P-620)
1817,P-620,P-620,FAA,P-620,,,Temporary Runway and Taxiway Marking (Item P-620),Temporary Runway and Taxiway Marking (Item P-620)
1818,P-620,P-620,FAA,,,,TemporaryRunwayandTaxiwayMarking (ItemP-620),TemporaryRunwayandTaxiwayMarking (ItemP-620)
1819,P-621,P-621,FAA,P-621,,,Grooving (Item P-621),Grooving (Item P-621)
1820,P-621,P-621,FAA,P-621,,,Saw-Cut Grooving (Item P-621),Saw-Cut Grooving (Item P-621)
1821,P-626,P-626,FAA,P-626,,,Slurry Seal (Item P-626),Slurry Seal (Item P-626)
1822,T-901,T-901,FAA,T-901,,,Seeding (Item T-901),Seeding (Item T-901)
1823,T-901,T-901,FAA,,,,Seeding(ItemT-901),Seeding(ItemT-901)
1824,T-905,T-905,FAA,T-905,,,Topsoil (Furnished from Off the Site) (Item T-905),Topsoil (Furnished from Off the Site) (Item T-905)
1825,T-905,T-905,FAA,T-905,,,"Topsoil (Obtained on Site or Removed from Stockpile) (3"") (Item T-905)",Topsoil (Obtained on Site or Removed from Stockpile) (3) (Item T-905)
1826,T-905,T-905,FAA,T-905,,,Topsoil (Obtained on Site or Removed from Stockpile) (Item T-905),Topsoil (Obtained on Site or Removed from Stockpile) (Item T-905)
1827,T-905,T-905,FAA,,,,Topsoil(FurnishedfromOfftheSite) (ItemT-905),Topsoil(FurnishedfromOfftheSite) (ItemT-905)
1828,T-905,T-905,FAA,,,,Topsoil(ObtainedOnStieorRemovedfromStockpile) (ItemT-905),Topsoil(ObtainedOnStieorRemovedfromStockpile) (ItemT-905)
1829,T-905,T-905,FAA,T-905,,,Topsoiling (Item T-905),Topsoiling (Item T-905)
